vehicle_flow,avg_speed,stopped_vehicles,waiting_time
0,0.15319832350442114,3,345.2500051446259
0,0.08145869430152528,2,389.05000579729676
0,0.24730986808670347,26,389.3500058017671
2,1.120977669235527,23,313.450004670769
1,0.7930828927253226,16,327.1500048749149
4,0.7428245899185841,9,345.350005146116
3,1.2471215813933745,50,277.300004132092
7,1.7467138699445248,49,178.50000265985727
2,0.5616333873954844,27,251.15000374242663
2,1.3886721272565117,23,207.95000309869647
3,1.0250432952993005,20,200.70000299066305
5,1.7730643756879239,22,124.1000018492341
2,0.34231224896641194,11,168.40000250935555
2,1.9194374206274372,13,123.70000184327364
5,2.042688378417581,25,93.3500013910234
4,1.7718760232989212,14,52.90000078827143
1,0.6067709299399906,10,65.1000009700656
0,0.36122979280874207,1,70.80000105500221
2,2.444777887087966,11,21.850000325590372
4,4.108593755894905,8,25.300000376999378
2,0.8019265810729342,10,68.80000102519989
2,1.3220650320413476,6,85.65000127628446
0,2.1558702121764752,8,97.80000145733356
1,1.2456377708038042,52,144.20000214874744
4,1.6612051783275825,44,165.350002463907
5,2.293502824246669,64,115.10000171512365
4,2.705502010820027,28,68.00000101327896
2,1.5623761781961154,36,138.60000206530094
2,1.9568009360928216,49,134.6000020056963
7,1.7521483393797752,33,99.70000148564577
2,2.297025450580495,15,86.15000128373504
4,2.463684599446614,34,109.65000163391232
1,1.6203761981265563,22,131.80000196397305
5,2.2588267972597893,5,73.10000108927488
4,1.8765931950144705,10,72.2500010766089
2,2.2426130851603303,4,63.15000094100833
1,1.55559946843785,3,55.85000083222985
1,0.11534882608250883,1,64.35000095888972
0,1.8602444476933273,3,54.70000081509352
2,0.5826927617554458,4,70.55000105127692
2,3.7556077814603377,1,17.850000265985727
1,2.4180859813249582,0,16.400000244379044
1,0.03728905036554322,1,24.50000036507845
1,1.804449252207942,5,23.900000356137753
0,0.0,0,0
4,2.913684936864972,37,42.150000628083944
4,2.3377653292169462,18,63.000000938773155
0,0.0,0,0
0,0.0,0,0
3,2.790707536358691,43,47.40000070631504
4,2.422178732593019,46,73.8000010997057
1,2.071009119001466,22,128.45000191405416
3,1.4134068794791559,23,192.050002861768
5,1.3290800943753855,15,162.45000242069364
0,0.0,0,0
0,0.0,0,0
3,2.2791739592753246,31,66.80000099539757
0,0.0,0,0
0,3.6526534454607638,14,30.350000452250242
0,3.913989159808372,0,32.80000048875809
0,0.0,0,0
0,2.4742159741371057,11,1.1000000163912773
0,2.576561846050709,0,0
0,2.576561846050709,0,0
0,2.576561846050709,0,0
0,2.576561846050709,0,0
0,2.576561846050709,0,0
0,2.576561846050709,0,0
0,2.576561846050709,0,0
0,2.576561846050709,0,0
0,2.576561846050709,0,0
0,0.0,0,0
3,3.2626530366628477,46,44.15000065788627
0,0.0,0,0
4,1.5504884197896092,338,186.7000027820468
0,0.0,0,0
2,0.9633078428847346,400,203.5000030323863
0,0.2666211755741198,307,253.60000377893448
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
4,3.3154210842309504,27,46.60000069439411
4,2.9002711177663607,29,47.4500007070601
3,2.4739916843674115,14,47.300000704824924
1,1.9131543189844156,13,62.65000093355775
0,0.0,0,0
2,2.303483286095584,38,51.431421771645546
4,1.930651234527923,9,81.3495320379734
2,1.7451852726895192,21,114.98710769414902
1,1.3857085578641566,20,114.67269688844681
0,1.4420804969033785,13,118.99995043873787
2,1.8576635090412166,9,118.72729095816612
0,0.0,0,0
5,1.512330880020815,43,277.34566420316696
9,1.6714281055113243,41,363.1679535061121
0,0.0,0,0
10,1.5090166760069061,86,579.2481219619513
5,0.8898815187555967,177,994.6679340451956
5,0.5663004497362955,82,1431.3274883627892
